business_id,business_type,date,source_category,activity,amount,unit,emission_factor,emissions_kgCO2e,scope
B0036,Restaurant,2024-01,electricity,electricity_consumption,941.0,kWh,0.75,705.75,Scope 2
B0036,Restaurant,2024-02,electricity,electricity_consumption,2025.0,kWh,0.508,1028.7,Scope 2
B0036,Restaurant,2024-02,electricity,electricity_consumption,236.0,kWh,0.75,177.0,Scope 2
B0036,Restaurant,2024-03,electricity,electricity_consumption,2118.0,kWh,0.508,1075.944,Scope 2
B0036,Restaurant,2024-03,electricity,electricity_consumption,369.0,kWh,0.75,276.75,Scope 2
B0036,Restaurant,2024-04,electricity,electricity_consumption,2386.0,kWh,0.508,1212.088,Scope 2
B0036,Restaurant,2024-04,electricity,electricity_consumption,269.0,kWh,0.75,201.75,Scope 2
B0036,Restaurant,2024-05,electricity,electricity_consumption,1904.0,kWh,0.508,967.232,Scope 2
B0036,Restaurant,2024-05,electricity,electricity_consumption,526.0,kWh,0.75,394.5,Scope 2
B0036,Restaurant,2024-06,electricity,electricity_consumption,1639.0,kWh,0.508,832.612,Scope 2
B0036,Restaurant,2024-06,electricity,electricity_consumption,549.0,kWh,0.75,411.75,Scope 2
B0036,Restaurant,2024-07,electricity,electricity_consumption,2267.0,kWh,0.508,1151.636,Scope 2
B0036,Restaurant,2024-07,electricity,electricity_consumption,815.0,kWh,0.75,611.25,Scope 2
B0036,Restaurant,2024-08,electricity,electricity_consumption,3660.0,kWh,0.508,1859.28,Scope 2
B0036,Restaurant,2024-08,electricity,electricity_consumption,514.0,kWh,0.75,385.5,Scope 2
B0036,Restaurant,2024-09,electricity,electricity_consumption,2081.0,kWh,0.508,1057.148,Scope 2
B0036,Restaurant,2024-09,electricity,electricity_consumption,817.0,kWh,0.75,612.75,Scope 2
B0036,Restaurant,2024-10,electricity,electricity_consumption,3137.0,kWh,0.508,1593.596,Scope 2
B0036,Restaurant,2024-10,electricity,electricity_consumption,718.0,kWh,0.75,538.5,Scope 2
B0036,Restaurant,2024-11,electricity,electricity_consumption,3254.0,kWh,0.508,1653.032,Scope 2
B0036,Restaurant,2024-11,electricity,electricity_consumption,613.0,kWh,0.75,459.75,Scope 2
B0036,Restaurant,2024-12,electricity,electricity_consumption,2887.0,kWh,0.508,1466.596,Scope 2
B0036,Restaurant,2024-12,electricity,electricity_consumption,1151.0,kWh,0.75,863.25,Scope 2
B0037,Restaurant,2024-01,electricity,electricity_consumption,2550.0,kWh,0.508,1295.4,Scope 2
B0037,Restaurant,2024-01,electricity,electricity_consumption,791.0,kWh,0.75,593.25,Scope 2
B0037,Restaurant,2024-02,electricity,electricity_consumption,2168.0,kWh,0.508,1101.344,Scope 2
B0037,Restaurant,2024-02,electricity,electricity_consumption,631.0,kWh,0.75,473.25,Scope 2
B0037,Restaurant,2024-03,electricity,electricity_consumption,2072.0,kWh,0.508,1052.576,Scope 2
B0037,Restaurant,2024-03,electricity,electricity_consumption,467.0,kWh,0.75,350.25,Scope 2
B0037,Restaurant,2024-04,electricity,electricity_consumption,3748.0,kWh,0.508,1903.984,Scope 2
B0037,Restaurant,2024-04,electricity,electricity_consumption,579.0,kWh,0.75,434.25,Scope 2
B0037,Restaurant,2024-05,electricity,electricity_consumption,1636.0,kWh,0.508,831.088,Scope 2
B0037,Restaurant,2024-05,electricity,electricity_consumption,442.0,kWh,0.75,331.5,Scope 2
B0037,Restaurant,2024-06,electricity,electricity_consumption,2961.0,kWh,0.508,1504.188,Scope 2
B0037,Restaurant,2024-06,electricity,electricity_consumption,614.0,kWh,0.75,460.5,Scope 2
B0037,Restaurant,2024-07,electricity,electricity_consumption,2220.0,kWh,0.508,1127.76,Scope 2
B0037,Restaurant,2024-07,electricity,electricity_consumption,327.0,kWh,0.75,245.25,Scope 2
B0037,Restaurant,2024-08,electricity,electricity_consumption,1542.0,kWh,0.508,783.336,Scope 2
B0037,Restaurant,2024-08,electricity,electricity_consumption,323.0,kWh,0.75,242.25,Scope 2
B0037,Restaurant,2024-09,electricity,electricity_consumption,3122.0,kWh,0.508,1585.976,Scope 2
B0037,Restaurant,2024-09,electricity,electricity_consumption,709.0,kWh,0.75,531.75,Scope 2
B0037,Restaurant,2024-10,electricity,electricity_consumption,3697.0,kWh,0.508,1878.076,Scope 2
B0037,Restaurant,2024-10,electricity,electricity_consumption,1296.0,kWh,0.75,972.0,Scope 2
B0037,Restaurant,2024-11,electricity,electricity_consumption,2249.0,kWh,0.508,1142.492,Scope 2
B0037,Restaurant,2024-11,electricity,electricity_consumption,574.0,kWh,0.75,430.5,Scope 2
B0037,Restaurant,2024-12,electricity,electricity_consumption,3133.0,kWh,0.508,1591.564,Scope 2
B0037,Restaurant,2024-12,electricity,electricity_consumption,1020.0,kWh,0.75,765.0,Scope 2
B0038,Restaurant,2024-01,electricity,electricity_consumption,1901.0,kWh,0.508,965.708,Scope 2
B0038,Restaurant,2024-01,electricity,electricity_consumption,577.0,kWh,0.75,432.75,Scope 2
B0038,Restaurant,2024-02,electricity,electricity_consumption,3475.0,kWh,0.508,1765.3,Scope 2
B0038,Restaurant,2024-02,electricity,electricity_consumption,1213.0,kWh,0.75,909.75,Scope 2
B0038,Restaurant,2024-03,electricity,electricity_consumption,3928.0,kWh,0.508,1995.424,Scope 2
B0038,Restaurant,2024-03,electricity,electricity_consumption,946.0,kWh,0.75,709.5,Scope 2
B0038,Restaurant,2024-04,electricity,electricity_consumption,3791.0,kWh,0.508,1925.828,Scope 2
B0038,Restaurant,2024-04,electricity,electricity_consumption,606.0,kWh,0.75,454.5,Scope 2
B0038,Restaurant,2024-05,electricity,electricity_consumption,3207.0,kWh,0.508,1629.156,Scope 2
B0038,Restaurant,2024-05,electricity,electricity_consumption,805.0,kWh,0.75,603.75,Scope 2
B0038,Restaurant,2024-06,electricity,electricity_consumption,2626.0,kWh,0.508,1334.008,Scope 2
B0038,Restaurant,2024-06,electricity,electricity_consumption,813.0,kWh,0.75,609.75,Scope 2
B0038,Restaurant,2024-07,electricity,electricity_consumption,1505.0,kWh,0.508,764.54,Scope 2
B0038,Restaurant,2024-07,electricity,electricity_consumption,582.0,kWh,0.75,436.5,Scope 2
B0038,Restaurant,2024-08,electricity,electricity_consumption,2793.0,kWh,0.508,1418.844,Scope 2
B0038,Restaurant,2024-08,electricity,electricity_consumption,874.0,kWh,0.75,655.5,Scope 2
B0038,Restaurant,2024-09,electricity,electricity_consumption,3788.0,kWh,0.508,1924.304,Scope 2
B0038,Restaurant,2024-09,electricity,electricity_consumption,1480.0,kWh,0.75,1110.0,Scope 2
B0038,Restaurant,2024-10,electricity,electricity_consumption,2816.0,kWh,0.508,1430.528,Scope 2
B0038,Restaurant,2024-10,electricity,electricity_consumption,1125.0,kWh,0.75,843.75,Scope 2
B0038,Restaurant,2024-11,electricity,electricity_consumption,3276.0,kWh,0.508,1664.208,Scope 2
B0038,Restaurant,2024-11,electricity,electricity_consumption,767.0,kWh,0.75,575.25,Scope 2
B0038,Restaurant,2024-12,electricity,electricity_consumption,2612.0,kWh,0.508,1326.896,Scope 2
B0038,Restaurant,2024-12,electricity,electricity_consumption,468.0,kWh,0.75,351.0,Scope 2
B0039,Restaurant,2024-01,electricity,electricity_consumption,3963.0,kWh,0.508,2013.204,Scope 2
B0039,Restaurant,2024-01,electricity,electricity_consumption,432.0,kWh,0.75,324.0,Scope 2
B0039,Restaurant,2024-02,electricity,electricity_consumption,2097.0,kWh,0.508,1065.276,Scope 2
B0039,Restaurant,2024-02,electricity,electricity_consumption,820.0,kWh,0.75,615.0,Scope 2
B0039,Restaurant,2024-03,electricity,electricity_consumption,3778.0,kWh,0.508,1919.224,Scope 2
B0039,Restaurant,2024-03,electricity,electricity_consumption,582.0,kWh,0.75,436.5,Scope 2
B0039,Restaurant,2024-04,electricity,electricity_consumption,3148.0,kWh,0.508,1599.184,Scope 2
B0039,Restaurant,2024-04,electricity,electricity_consumption,505.0,kWh,0.75,378.75,Scope 2
B0039,Restaurant,2024-05,electricity,electricity_consumption,3751.0,kWh,0.508,1905.508,Scope 2
B0039,Restaurant,2024-05,electricity,electricity_consumption,663.0,kWh,0.75,497.25,Scope 2
B0039,Restaurant,2024-06,electricity,electricity_consumption,3628.0,kWh,0.508,1843.024,Scope 2
B0039,Restaurant,2024-06,electricity,electricity_consumption,906.0,kWh,0.75,679.5,Scope 2
B0039,Restaurant,2024-07,electricity,electricity_consumption,2720.0,kWh,0.508,1381.76,Scope 2
B0039,Restaurant,2024-07,electricity,electricity_consumption,313.0,kWh,0.75,234.75,Scope 2
B0039,Restaurant,2024-08,electricity,electricity_consumption,2476.0,kWh,0.508,1257.808,Scope 2
B0039,Restaurant,2024-08,electricity,electricity_consumption,691.0,kWh,0.75,518.25,Scope 2
B0039,Restaurant,2024-09,electricity,electricity_consumption,3932.0,kWh,0.508,1997.456,Scope 2
B0039,Restaurant,2024-09,electricity,electricity_consumption,407.0,kWh,0.75,305.25,Scope 2
B0039,Restaurant,2024-10,electricity,electricity_consumption,3090.0,kWh,0.508,1569.72,Scope 2
B0039,Restaurant,2024-10,electricity,electricity_consumption,378.0,kWh,0.75,283.5,Scope 2
B0039,Restaurant,2024-11,electricity,electricity_consumption,2017.0,kWh,0.508,1024.636,Scope 2
B0039,Restaurant,2024-11,electricity,electricity_consumption,771.0,kWh,0.75,578.25,Scope 2
B0039,Restaurant,2024-12,electricity,electricity_consumption,3223.0,kWh,0.508,1637.284,Scope 2
B0039,Restaurant,2024-12,electricity,electricity_consumption,1146.0,kWh,0.75,859.5,Scope 2
B0040,Restaurant,2024-01,electricity,electricity_consumption,2571.0,kWh,0.508,1306.068,Scope 2
B0040,Restaurant,2024-01,electricity,electricity_consumption,319.0,kWh,0.75,239.25,Scope 2
B0040,Restaurant,2024-02,electricity,electricity_consumption,1848.0,kWh,0.508,938.784,Scope 2
B0040,Restaurant,2024-02,electricity,electricity_consumption,512.0,kWh,0.75,384.0,Scope 2
B0040,Restaurant,2024-03,electricity,electricity_consumption,3616.0,kWh,0.508,1836.928,Scope 2
B0040,Restaurant,2024-03,electricity,electricity_consumption,1380.0,kWh,0.75,1035.0,Scope 2
B0040,Restaurant,2024-04,electricity,electricity_consumption,2834.0,kWh,0.508,1439.672,Scope 2
B0040,Restaurant,2024-04,electricity,electricity_consumption,414.0,kWh,0.75,310.5,Scope 2
B0040,Restaurant,2024-05,electricity,electricity_consumption,3547.0,kWh,0.508,1801.876,Scope 2
B0040,Restaurant,2024-05,electricity,electricity_consumption,812.0,kWh,0.75,609.0,Scope 2
B0040,Restaurant,2024-06,electricity,electricity_consumption,2514.0,kWh,0.508,1277.112,Scope 2
B0040,Restaurant,2024-06,electricity,electricity_consumption,406.0,kWh,0.75,304.5,Scope 2
B0040,Restaurant,2024-07,electricity,electricity_consumption,1919.0,kWh,0.508,974.852,Scope 2
B0040,Restaurant,2024-07,electricity,electricity_consumption,603.0,kWh,0.75,452.25,Scope 2
B0040,Restaurant,2024-08,electricity,electricity_consumption,2814.0,kWh,0.508,1429.512,Scope 2
B0040,Restaurant,2024-08,electricity,electricity_consumption,687.0,kWh,0.75,515.25,Scope 2
B0040,Restaurant,2024-09,electricity,electricity_consumption,2608.0,kWh,0.508,1324.864,Scope 2
B0040,Restaurant,2024-09,electricity,electricity_consumption,571.0,kWh,0.75,428.25,Scope 2
B0040,Restaurant,2024-10,electricity,electricity_consumption,1562.0,kWh,0.508,793.496,Scope 2
B0040,Restaurant,2024-10,electricity,electricity_consumption,565.0,kWh,0.75,423.75,Scope 2
B0040,Restaurant,2024-11,electricity,electricity_consumption,2531.0,kWh,0.508,1285.748,Scope 2
B0040,Restaurant,2024-11,electricity,electricity_consumption,767.0,kWh,0.75,575.25,Scope 2
B0040,Restaurant,2024-12,electricity,electricity_consumption,2213.0,kWh,0.508,1124.204,Scope 2
B0040,Restaurant,2024-12,electricity,electricity_consumption,819.0,kWh,0.75,614.25,Scope 2
B0041,Pharmacy,2024-01,electricity,electricity_consumption,816.0,kWh,0.508,414.528,Scope 2
B0041,Pharmacy,2024-01,electricity,electricity_consumption,179.0,kWh,0.75,134.25,Scope 2
B0041,Pharmacy,2024-02,electricity,electricity_consumption,1585.0,kWh,0.508,805.1800000000001,Scope 2
B0041,Pharmacy,2024-02,electricity,electricity_consumption,405.0,kWh,0.75,303.75,Scope 2
B0041,Pharmacy,2024-03,electricity,electricity_consumption,1020.0,kWh,0.508,518.16,Scope 2
B0041,Pharmacy,2024-03,electricity,electricity_consumption,314.0,kWh,0.75,235.5,Scope 2
B0041,Pharmacy,2024-04,electricity,electricity_consumption,1137.0,kWh,0.508,577.596,Scope 2
B0041,Pharmacy,2024-04,electricity,electricity_consumption,371.0,kWh,0.75,278.25,Scope 2
B0041,Pharmacy,2024-05,electricity,electricity_consumption,1913.0,kWh,0.508,971.804,Scope 2
B0041,Pharmacy,2024-05,electricity,electricity_consumption,273.0,kWh,0.75,204.75,Scope 2
B0041,Pharmacy,2024-06,electricity,electricity_consumption,838.0,kWh,0.508,425.704,Scope 2
B0041,Pharmacy,2024-06,electricity,electricity_consumption,211.0,kWh,0.75,158.25,Scope 2
B0041,Pharmacy,2024-07,electricity,electricity_consumption,2000.0,kWh,0.508,1016.0,Scope 2
B0041,Pharmacy,2024-07,electricity,electricity_consumption,727.0,kWh,0.75,545.25,Scope 2
B0041,Pharmacy,2024-08,electricity,electricity_consumption,1882.0,kWh,0.508,956.056,Scope 2
B0041,Pharmacy,2024-08,electricity,electricity_consumption,203.0,kWh,0.75,152.25,Scope 2
B0041,Pharmacy,2024-09,electricity,electricity_consumption,1408.0,kWh,0.508,715.264,Scope 2
B0041,Pharmacy,2024-09,electricity,electricity_consumption,557.0,kWh,0.75,417.75,Scope 2
B0041,Pharmacy,2024-10,electricity,electricity_consumption,1279.0,kWh,0.508,649.732,Scope 2
B0041,Pharmacy,2024-10,electricity,electricity_consumption,219.0,kWh,0.75,164.25,Scope 2
B0041,Pharmacy,2024-11,electricity,electricity_consumption,1033.0,kWh,0.508,524.764,Scope 2
B0041,Pharmacy,2024-11,electricity,electricity_consumption,143.0,kWh,0.75,107.25,Scope 2
B0041,Pharmacy,2024-12,electricity,electricity_consumption,1536.0,kWh,0.508,780.288,Scope 2
B0041,Pharmacy,2024-12,electricity,electricity_consumption,584.0,kWh,0.75,438.0,Scope 2
B0042,Pharmacy,2024-01,electricity,electricity_consumption,1765.0,kWh,0.508,896.62,Scope 2
B0042,Pharmacy,2024-01,electricity,electricity_consumption,483.0,kWh,0.75,362.25,Scope 2
B0042,Pharmacy,2024-02,electricity,electricity_consumption,877.0,kWh,0.508,445.516,Scope 2
B0042,Pharmacy,2024-02,electricity,electricity_consumption,202.0,kWh,0.75,151.5,Scope 2
B0042,Pharmacy,2024-03,electricity,electricity_consumption,1600.0,kWh,0.508,812.8,Scope 2
B0042,Pharmacy,2024-03,electricity,electricity_consumption,591.0,kWh,0.75,443.25,Scope 2
B0042,Pharmacy,2024-04,electricity,electricity_consumption,1807.0,kWh,0.508,917.956,Scope 2
B0042,Pharmacy,2024-04,electricity,electricity_consumption,658.0,kWh,0.75,493.5,Scope 2
B0042,Pharmacy,2024-05,electricity,electricity_consumption,1279.0,kWh,0.508,649.732,Scope 2
B0042,Pharmacy,2024-05,electricity,electricity_consumption,427.0,kWh,0.75,320.25,Scope 2
B0042,Pharmacy,2024-06,electricity,electricity_consumption,998.0,kWh,0.508,506.984,Scope 2
B0042,Pharmacy,2024-06,electricity,electricity_consumption,155.0,kWh,0.75,116.25,Scope 2
B0042,Pharmacy,2024-07,electricity,electricity_consumption,926.0,kWh,0.508,470.408,Scope 2
B0042,Pharmacy,2024-07,electricity,electricity_consumption,103.0,kWh,0.75,77.25,Scope 2
B0042,Pharmacy,2024-08,electricity,electricity_consumption,1990.0,kWh,0.508,1010.92,Scope 2
B0042,Pharmacy,2024-08,electricity,electricity_consumption,601.0,kWh,0.75,450.75,Scope 2
B0042,Pharmacy,2024-09,electricity,electricity_consumption,1066.0,kWh,0.508,541.528,Scope 2
B0042,Pharmacy,2024-09,electricity,electricity_consumption,239.0,kWh,0.75,179.25,Scope 2
B0042,Pharmacy,2024-10,electricity,electricity_consumption,1014.0,kWh,0.508,515.112,Scope 2
B0042,Pharmacy,2024-10,electricity,electricity_consumption,314.0,kWh,0.75,235.5,Scope 2
B0042,Pharmacy,2024-11,electricity,electricity_consumption,1830.0,kWh,0.508,929.64,Scope 2
B0042,Pharmacy,2024-11,electricity,electricity_consumption,307.0,kWh,0.75,230.25,Scope 2
B0042,Pharmacy,2024-12,electricity,electricity_consumption,996.0,kWh,0.508,505.968,Scope 2
B0042,Pharmacy,2024-12,electricity,electricity_consumption,291.0,kWh,0.75,218.25,Scope 2
B0043,Pharmacy,2024-01,electricity,electricity_consumption,1957.0,kWh,0.508,994.156,Scope 2
B0043,Pharmacy,2024-01,electricity,electricity_consumption,764.0,kWh,0.75,573.0,Scope 2
B0043,Pharmacy,2024-02,electricity,electricity_consumption,1586.0,kWh,0.508,805.688,Scope 2
B0043,Pharmacy,2024-02,electricity,electricity_consumption,557.0,kWh,0.75,417.75,Scope 2
B0043,Pharmacy,2024-03,electricity,electricity_consumption,1216.0,kWh,0.508,617.7280000000001,Scope 2
B0043,Pharmacy,2024-03,electricity,electricity_consumption,146.0,kWh,0.75,109.5,Scope 2
B0043,Pharmacy,2024-04,electricity,electricity_consumption,1780.0,kWh,0.508,904.24,Scope 2
B0043,Pharmacy,2024-04,electricity,electricity_consumption,232.0,kWh,0.75,174.0,Scope 2
B0043,Pharmacy,2024-05,electricity,electricity_consumption,1856.0,kWh,0.508,942.848,Scope 2
B0043,Pharmacy,2024-05,electricity,electricity_consumption,276.0,kWh,0.75,207.0,Scope 2
B0043,Pharmacy,2024-06,electricity,electricity_consumption,1015.0,kWh,0.508,515.62,Scope 2
B0043,Pharmacy,2024-06,electricity,electricity_consumption,391.0,kWh,0.75,293.25,Scope 2
B0043,Pharmacy,2024-07,electricity,electricity_consumption,1298.0,kWh,0.508,659.384,Scope 2
B0043,Pharmacy,2024-07,electricity,electricity_consumption,295.0,kWh,0.75,221.25,Scope 2
B0043,Pharmacy,2024-08,electricity,electricity_consumption,855.0,kWh,0.508,434.34,Scope 2
B0043,Pharmacy,2024-08,electricity,electricity_consumption,313.0,kWh,0.75,234.75,Scope 2
B0043,Pharmacy,2024-09,electricity,electricity_consumption,1823.0,kWh,0.508,926.084,Scope 2
B0043,Pharmacy,2024-09,electricity,electricity_consumption,289.0,kWh,0.75,216.75,Scope 2
B0043,Pharmacy,2024-10,electricity,electricity_consumption,1435.0,kWh,0.508,728.98,Scope 2
B0043,Pharmacy,2024-10,electricity,electricity_consumption,245.0,kWh,0.75,183.75,Scope 2
B0043,Pharmacy,2024-11,electricity,electricity_consumption,1926.0,kWh,0.508,978.408,Scope 2
B0043,Pharmacy,2024-11,electricity,electricity_consumption,396.0,kWh,0.75,297.0,Scope 2
B0043,Pharmacy,2024-12,electricity,electricity_consumption,1504.0,kWh,0.508,764.032,Scope 2
B0043,Pharmacy,2024-12,electricity,electricity_consumption,210.0,kWh,0.75,157.5,Scope 2
B0044,Pharmacy,2024-01,electricity,electricity_consumption,1841.0,kWh,0.508,935.228,Scope 2
B0044,Pharmacy,2024-01,electricity,electricity_consumption,413.0,kWh,0.75,309.75,Scope 2
B0044,Pharmacy,2024-02,electricity,electricity_consumption,1427.0,kWh,0.508,724.916,Scope 2
B0044,Pharmacy,2024-02,electricity,electricity_consumption,298.0,kWh,0.75,223.5,Scope 2
B0044,Pharmacy,2024-03,electricity,electricity_consumption,1750.0,kWh,0.508,889.0,Scope 2
B0044,Pharmacy,2024-03,electricity,electricity_consumption,471.0,kWh,0.75,353.25,Scope 2
B0044,Pharmacy,2024-04,electricity,electricity_consumption,1781.0,kWh,0.508,904.748,Scope 2
B0044,Pharmacy,2024-04,electricity,electricity_consumption,683.0,kWh,0.75,512.25,Scope 2
B0044,Pharmacy,2024-05,electricity,electricity_consumption,1337.0,kWh,0.508,679.196,Scope 2
B0044,Pharmacy,2024-05,electricity,electricity_consumption,428.0,kWh,0.75,321.0,Scope 2
B0044,Pharmacy,2024-06,electricity,electricity_consumption,1674.0,kWh,0.508,850.392,Scope 2
B0044,Pharmacy,2024-06,electricity,electricity_consumption,282.0,kWh,0.75,211.5,Scope 2
B0044,Pharmacy,2024-07,electricity,electricity_consumption,1044.0,kWh,0.508,530.352,Scope 2
B0044,Pharmacy,2024-07,electricity,electricity_consumption,147.0,kWh,0.75,110.25,Scope 2
B0044,Pharmacy,2024-08,electricity,electricity_consumption,1927.0,kWh,0.508,978.916,Scope 2
B0044,Pharmacy,2024-08,electricity,electricity_consumption,643.0,kWh,0.75,482.25,Scope 2
B0044,Pharmacy,2024-09,electricity,electricity_consumption,1177.0,kWh,0.508,597.916,Scope 2
B0044,Pharmacy,2024-09,electricity,electricity_consumption,293.0,kWh,0.75,219.75,Scope 2
B0044,Pharmacy,2024-10,electricity,electricity_consumption,1559.0,kWh,0.508,791.972,Scope 2
B0044,Pharmacy,2024-10,electricity,electricity_consumption,387.0,kWh,0.75,290.25,Scope 2
B0044,Pharmacy,2024-11,electricity,electricity_consumption,1910.0,kWh,0.508,970.28,Scope 2
B0044,Pharmacy,2024-11,electricity,electricity_consumption,727.0,kWh,0.75,545.25,Scope 2
B0044,Pharmacy,2024-12,electricity,electricity_consumption,1365.0,kWh,0.508,693.42,Scope 2
B0044,Pharmacy,2024-12,electricity,electricity_consumption,172.0,kWh,0.75,129.0,Scope 2
B0045,Pharmacy,2024-01,electricity,electricity_consumption,849.0,kWh,0.508,431.292,Scope 2
B0045,Pharmacy,2024-01,electricity,electricity_consumption,281.0,kWh,0.75,210.75,Scope 2
B0045,Pharmacy,2024-02,electricity,electricity_consumption,1919.0,kWh,0.508,974.852,Scope 2
B0045,Pharmacy,2024-02,electricity,electricity_consumption,737.0,kWh,0.75,552.75,Scope 2
B0045,Pharmacy,2024-03,electricity,electricity_consumption,1243.0,kWh,0.508,631.444,Scope 2
B0045,Pharmacy,2024-03,electricity,electricity_consumption,261.0,kWh,0.75,195.75,Scope 2
B0045,Pharmacy,2024-04,electricity,electricity_consumption,1726.0,kWh,0.508,876.808,Scope 2
B0045,Pharmacy,2024-04,electricity,electricity_consumption,563.0,kWh,0.75,422.25,Scope 2
B0045,Pharmacy,2024-05,electricity,electricity_consumption,843.0,kWh,0.508,428.244,Scope 2
B0045,Pharmacy,2024-05,electricity,electricity_consumption,169.0,kWh,0.75,126.75,Scope 2
B0045,Pharmacy,2024-06,electricity,electricity_consumption,1747.0,kWh,0.508,887.476,Scope 2
B0045,Pharmacy,2024-06,electricity,electricity_consumption,544.0,kWh,0.75,408.0,Scope 2
B0045,Pharmacy,2024-07,electricity,electricity_consumption,1171.0,kWh,0.508,594.868,Scope 2
B0045,Pharmacy,2024-07,electricity,electricity_consumption,178.0,kWh,0.75,133.5,Scope 2
B0045,Pharmacy,2024-08,electricity,electricity_consumption,999.0,kWh,0.508,507.492,Scope 2
B0045,Pharmacy,2024-08,electricity,electricity_consumption,250.0,kWh,0.75,187.5,Scope 2
B0045,Pharmacy,2024-09,electricity,electricity_consumption,1270.0,kWh,0.508,645.16,Scope 2
B0045,Pharmacy,2024-09,electricity,electricity_consumption,475.0,kWh,0.75,356.25,Scope 2
B0045,Pharmacy,2024-10,electricity,electricity_consumption,950.0,kWh,0.508,482.6,Scope 2
B0045,Pharmacy,2024-10,electricity,electricity_consumption,297.0,kWh,0.75,222.75,Scope 2
B0045,Pharmacy,2024-11,electricity,electricity_consumption,933.0,kWh,0.508,473.964,Scope 2
B0045,Pharmacy,2024-11,electricity,electricity_consumption,136.0,kWh,0.75,102.0,Scope 2
B0045,Pharmacy,2024-12,electricity,electricity_consumption,1933.0,kWh,0.508,981.964,Scope 2
B0045,Pharmacy,2024-12,electricity,electricity_consumption,238.0,kWh,0.75,178.5,Scope 2
B0046,Pharmacy,2024-01,electricity,electricity_consumption,1249.0,kWh,0.508,634.492,Scope 2
B0046,Pharmacy,2024-01,electricity,electricity_consumption,150.0,kWh,0.75,112.5,Scope 2
B0046,Pharmacy,2024-02,electricity,electricity_consumption,1137.0,kWh,0.508,577.596,Scope 2
B0046,Pharmacy,2024-02,electricity,electricity_consumption,314.0,kWh,0.75,235.5,Scope 2
B0046,Pharmacy,2024-03,electricity,electricity_consumption,1620.0,kWh,0.508,822.96,Scope 2
B0046,Pharmacy,2024-03,electricity,electricity_consumption,638.0,kWh,0.75,478.5,Scope 2
B0046,Pharmacy,2024-04,electricity,electricity_consumption,1914.0,kWh,0.508,972.312,Scope 2
B0046,Pharmacy,2024-04,electricity,electricity_consumption,460.0,kWh,0.75,345.0,Scope 2
B0046,Pharmacy,2024-05,electricity,electricity_consumption,1009.0,kWh,0.508,512.572,Scope 2
B0046,Pharmacy,2024-05,electricity,electricity_consumption,153.0,kWh,0.75,114.75,Scope 2
B0046,Pharmacy,2024-06,electricity,electricity_consumption,881.0,kWh,0.508,447.548,Scope 2
B0046,Pharmacy,2024-06,electricity,electricity_consumption,96.0,kWh,0.75,72.0,Scope 2
B0046,Pharmacy,2024-07,electricity,electricity_consumption,1110.0,kWh,0.508,563.88,Scope 2
B0046,Pharmacy,2024-07,electricity,electricity_consumption,185.0,kWh,0.75,138.75,Scope 2
B0046,Pharmacy,2024-08,electricity,electricity_consumption,1596.0,kWh,0.508,810.768,Scope 2
B0046,Pharmacy,2024-08,electricity,electricity_consumption,595.0,kWh,0.75,446.25,Scope 2
B0046,Pharmacy,2024-09,electricity,electricity_consumption,1271.0,kWh,0.508,645.668,Scope 2
B0046,Pharmacy,2024-09,electricity,electricity_consumption,209.0,kWh,0.75,156.75,Scope 2
B0046,Pharmacy,2024-10,electricity,electricity_consumption,1055.0,kWh,0.508,535.94,Scope 2
B0046,Pharmacy,2024-10,electricity,electricity_consumption,201.0,kWh,0.75,150.75,Scope 2
B0046,Pharmacy,2024-11,electricity,electricity_consumption,1320.0,kWh,0.508,670.5600000000001,Scope 2
B0046,Pharmacy,2024-11,electricity,electricity_consumption,468.0,kWh,0.75,351.0,Scope 2
B0046,Pharmacy,2024-12,electricity,electricity_consumption,873.0,kWh,0.508,443.484,Scope 2
B0046,Pharmacy,2024-12,electricity,electricity_consumption,276.0,kWh,0.75,207.0,Scope 2
B0047,Pharmacy,2024-01,electricity,electricity_consumption,1725.0,kWh,0.508,876.3000000000001,Scope 2
B0047,Pharmacy,2024-01,electricity,electricity_consumption,270.0,kWh,0.75,202.5,Scope 2
B0047,Pharmacy,2024-02,electricity,electricity_consumption,1639.0,kWh,0.508,832.612,Scope 2
B0047,Pharmacy,2024-02,electricity,electricity_consumption,402.0,kWh,0.75,301.5,Scope 2
B0047,Pharmacy,2024-03,electricity,electricity_consumption,1358.0,kWh,0.508,689.864,Scope 2
B0047,Pharmacy,2024-03,electricity,electricity_consumption,347.0,kWh,0.75,260.25,Scope 2
B0047,Pharmacy,2024-04,electricity,electricity_consumption,1967.0,kWh,0.508,999.236,Scope 2
B0047,Pharmacy,2024-04,electricity,electricity_consumption,768.0,kWh,0.75,576.0,Scope 2
B0047,Pharmacy,2024-05,electricity,electricity_consumption,1888.0,kWh,0.508,959.104,Scope 2
B0047,Pharmacy,2024-05,electricity,electricity_consumption,699.0,kWh,0.75,524.25,Scope 2
B0047,Pharmacy,2024-06,electricity,electricity_consumption,1170.0,kWh,0.508,594.36,Scope 2
B0047,Pharmacy,2024-06,electricity,electricity_consumption,453.0,kWh,0.75,339.75,Scope 2
B0047,Pharmacy,2024-07,electricity,electricity_consumption,1545.0,kWh,0.508,784.86,Scope 2
B0047,Pharmacy,2024-07,electricity,electricity_consumption,164.0,kWh,0.75,123.0,Scope 2
