business_id,business_type,billing_period,consumption_kWh,source,activity,unit,emission_factor,emissions_kgCO2e
B0043,Pharmacy,2024-02,557,generator,diesel_generator,kWh,0.75,417.75
B0043,Pharmacy,2024-03,1216,grid,grid_electricity_NG,kWh,0.508,617.7280000000001
B0043,Pharmacy,2024-03,146,generator,diesel_generator,kWh,0.75,109.5
B0043,Pharmacy,2024-04,1780,grid,grid_electricity_NG,kWh,0.508,904.24
B0043,Pharmacy,2024-04,232,generator,diesel_generator,kWh,0.75,174.0
B0043,Pharmacy,2024-05,1856,grid,grid_electricity_NG,kWh,0.508,942.848
B0043,Pharmacy,2024-05,276,generator,diesel_generator,kWh,0.75,207.0
B0043,Pharmacy,2024-06,1015,grid,grid_electricity_NG,kWh,0.508,515.62
B0043,Pharmacy,2024-06,391,generator,diesel_generator,kWh,0.75,293.25
B0043,Pharmacy,2024-07,1298,grid,grid_electricity_NG,kWh,0.508,659.384
B0043,Pharmacy,2024-07,295,generator,diesel_generator,kWh,0.75,221.25
B0043,Pharmacy,2024-08,855,grid,grid_electricity_NG,kWh,0.508,434.34000000000003
B0043,Pharmacy,2024-08,313,generator,diesel_generator,kWh,0.75,234.75
B0043,Pharmacy,2024-09,1823,grid,grid_electricity_NG,kWh,0.508,926.0840000000001
B0043,Pharmacy,2024-09,289,generator,diesel_generator,kWh,0.75,216.75
B0043,Pharmacy,2024-10,1435,grid,grid_electricity_NG,kWh,0.508,728.98
B0043,Pharmacy,2024-10,245,generator,diesel_generator,kWh,0.75,183.75
B0043,Pharmacy,2024-11,1926,grid,grid_electricity_NG,kWh,0.508,978.408
B0043,Pharmacy,2024-11,396,generator,diesel_generator,kWh,0.75,297.0
B0043,Pharmacy,2024-12,1504,grid,grid_electricity_NG,kWh,0.508,764.032
B0043,Pharmacy,2024-12,210,generator,diesel_generator,kWh,0.75,157.5
B0044,Pharmacy,2024-01,1841,grid,grid_electricity_NG,kWh,0.508,935.2280000000001
B0044,Pharmacy,2024-01,413,generator,diesel_generator,kWh,0.75,309.75
B0044,Pharmacy,2024-02,1427,grid,grid_electricity_NG,kWh,0.508,724.916
B0044,Pharmacy,2024-02,298,generator,diesel_generator,kWh,0.75,223.5
B0044,Pharmacy,2024-03,1750,grid,grid_electricity_NG,kWh,0.508,889.0
B0044,Pharmacy,2024-03,471,generator,diesel_generator,kWh,0.75,353.25
B0044,Pharmacy,2024-04,1781,grid,grid_electricity_NG,kWh,0.508,904.748
B0044,Pharmacy,2024-04,683,generator,diesel_generator,kWh,0.75,512.25
B0044,Pharmacy,2024-05,1337,grid,grid_electricity_NG,kWh,0.508,679.196
B0044,Pharmacy,2024-05,428,generator,diesel_generator,kWh,0.75,321.0
B0044,Pharmacy,2024-06,1674,grid,grid_electricity_NG,kWh,0.508,850.392
B0044,Pharmacy,2024-06,282,generator,diesel_generator,kWh,0.75,211.5
B0044,Pharmacy,2024-07,1044,grid,grid_electricity_NG,kWh,0.508,530.352
B0044,Pharmacy,2024-07,147,generator,diesel_generator,kWh,0.75,110.25
B0044,Pharmacy,2024-08,1927,grid,grid_electricity_NG,kWh,0.508,978.916
B0044,Pharmacy,2024-08,643,generator,diesel_generator,kWh,0.75,482.25
B0044,Pharmacy,2024-09,1177,grid,grid_electricity_NG,kWh,0.508,597.916
B0044,Pharmacy,2024-09,293,generator,diesel_generator,kWh,0.75,219.75
B0044,Pharmacy,2024-10,1559,grid,grid_electricity_NG,kWh,0.508,791.972
B0044,Pharmacy,2024-10,387,generator,diesel_generator,kWh,0.75,290.25
B0044,Pharmacy,2024-11,1910,grid,grid_electricity_NG,kWh,0.508,970.28
B0044,Pharmacy,2024-11,727,generator,diesel_generator,kWh,0.75,545.25
B0044,Pharmacy,2024-12,1365,grid,grid_electricity_NG,kWh,0.508,693.42
B0044,Pharmacy,2024-12,172,generator,diesel_generator,kWh,0.75,129.0
B0045,Pharmacy,2024-01,849,grid,grid_electricity_NG,kWh,0.508,431.29200000000003
B0045,Pharmacy,2024-01,281,generator,diesel_generator,kWh,0.75,210.75
B0045,Pharmacy,2024-02,1919,grid,grid_electricity_NG,kWh,0.508,974.852
B0045,Pharmacy,2024-02,737,generator,diesel_generator,kWh,0.75,552.75
B0045,Pharmacy,2024-03,1243,grid,grid_electricity_NG,kWh,0.508,631.444
B0045,Pharmacy,2024-03,261,generator,diesel_generator,kWh,0.75,195.75
B0045,Pharmacy,2024-04,1726,grid,grid_electricity_NG,kWh,0.508,876.808
B0045,Pharmacy,2024-04,563,generator,diesel_generator,kWh,0.75,422.25
B0045,Pharmacy,2024-05,843,grid,grid_electricity_NG,kWh,0.508,428.244
B0045,Pharmacy,2024-05,169,generator,diesel_generator,kWh,0.75,126.75
B0045,Pharmacy,2024-06,1747,grid,grid_electricity_NG,kWh,0.508,887.476
B0045,Pharmacy,2024-06,544,generator,diesel_generator,kWh,0.75,408.0
B0045,Pharmacy,2024-07,1171,grid,grid_electricity_NG,kWh,0.508,594.868
B0045,Pharmacy,2024-07,178,generator,diesel_generator,kWh,0.75,133.5
B0045,Pharmacy,2024-08,999,grid,grid_electricity_NG,kWh,0.508,507.492
B0045,Pharmacy,2024-08,250,generator,diesel_generator,kWh,0.75,187.5
B0045,Pharmacy,2024-09,1270,grid,grid_electricity_NG,kWh,0.508,645.16
B0045,Pharmacy,2024-09,475,generator,diesel_generator,kWh,0.75,356.25
B0045,Pharmacy,2024-10,950,grid,grid_electricity_NG,kWh,0.508,482.6
B0045,Pharmacy,2024-10,297,generator,diesel_generator,kWh,0.75,222.75
B0045,Pharmacy,2024-11,933,grid,grid_electricity_NG,kWh,0.508,473.964
B0045,Pharmacy,2024-11,136,generator,diesel_generator,kWh,0.75,102.0
B0045,Pharmacy,2024-12,1933,grid,grid_electricity_NG,kWh,0.508,981.964
B0045,Pharmacy,2024-12,238,generator,diesel_generator,kWh,0.75,178.5
B0046,Pharmacy,2024-01,1249,grid,grid_electricity_NG,kWh,0.508,634.492
B0046,Pharmacy,2024-01,150,generator,diesel_generator,kWh,0.75,112.5
B0046,Pharmacy,2024-02,1137,grid,grid_electricity_NG,kWh,0.508,577.596
B0046,Pharmacy,2024-02,314,generator,diesel_generator,kWh,0.75,235.5
B0046,Pharmacy,2024-03,1620,grid,grid_electricity_NG,kWh,0.508,822.96
B0046,Pharmacy,2024-03,638,generator,diesel_generator,kWh,0.75,478.5
B0046,Pharmacy,2024-04,1914,grid,grid_electricity_NG,kWh,0.508,972.312
B0046,Pharmacy,2024-04,460,generator,diesel_generator,kWh,0.75,345.0
B0046,Pharmacy,2024-05,1009,grid,grid_electricity_NG,kWh,0.508,512.572
B0046,Pharmacy,2024-05,153,generator,diesel_generator,kWh,0.75,114.75
B0046,Pharmacy,2024-06,881,grid,grid_electricity_NG,kWh,0.508,447.548
B0046,Pharmacy,2024-06,96,generator,diesel_generator,kWh,0.75,72.0
B0046,Pharmacy,2024-07,1110,grid,grid_electricity_NG,kWh,0.508,563.88
B0046,Pharmacy,2024-07,185,generator,diesel_generator,kWh,0.75,138.75
B0046,Pharmacy,2024-08,1596,grid,grid_electricity_NG,kWh,0.508,810.768
B0046,Pharmacy,2024-08,595,generator,diesel_generator,kWh,0.75,446.25
B0046,Pharmacy,2024-09,1271,grid,grid_electricity_NG,kWh,0.508,645.668
B0046,Pharmacy,2024-09,209,generator,diesel_generator,kWh,0.75,156.75
B0046,Pharmacy,2024-10,1055,grid,grid_electricity_NG,kWh,0.508,535.94
B0046,Pharmacy,2024-10,201,generator,diesel_generator,kWh,0.75,150.75
B0046,Pharmacy,2024-11,1320,grid,grid_electricity_NG,kWh,0.508,670.5600000000001
B0046,Pharmacy,2024-11,468,generator,diesel_generator,kWh,0.75,351.0
B0046,Pharmacy,2024-12,873,grid,grid_electricity_NG,kWh,0.508,443.484
B0046,Pharmacy,2024-12,276,generator,diesel_generator,kWh,0.75,207.0
B0047,Pharmacy,2024-01,1725,grid,grid_electricity_NG,kWh,0.508,876.3000000000001
B0047,Pharmacy,2024-01,270,generator,diesel_generator,kWh,0.75,202.5
B0047,Pharmacy,2024-02,1639,grid,grid_electricity_NG,kWh,0.508,832.612
B0047,Pharmacy,2024-02,402,generator,diesel_generator,kWh,0.75,301.5
B0047,Pharmacy,2024-03,1358,grid,grid_electricity_NG,kWh,0.508,689.864
B0047,Pharmacy,2024-03,347,generator,diesel_generator,kWh,0.75,260.25
B0047,Pharmacy,2024-04,1967,grid,grid_electricity_NG,kWh,0.508,999.236
B0047,Pharmacy,2024-04,768,generator,diesel_generator,kWh,0.75,576.0
B0047,Pharmacy,2024-05,1888,grid,grid_electricity_NG,kWh,0.508,959.104
B0047,Pharmacy,2024-05,699,generator,diesel_generator,kWh,0.75,524.25
B0047,Pharmacy,2024-06,1170,grid,grid_electricity_NG,kWh,0.508,594.36
B0047,Pharmacy,2024-06,453,generator,diesel_generator,kWh,0.75,339.75
B0047,Pharmacy,2024-07,1545,grid,grid_electricity_NG,kWh,0.508,784.86
B0047,Pharmacy,2024-07,164,generator,diesel_generator,kWh,0.75,123.0
B0047,Pharmacy,2024-08,1933,grid,grid_electricity_NG,kWh,0.508,981.964
B0047,Pharmacy,2024-08,321,generator,diesel_generator,kWh,0.75,240.75
B0047,Pharmacy,2024-09,1883,grid,grid_electricity_NG,kWh,0.508,956.564
B0047,Pharmacy,2024-09,539,generator,diesel_generator,kWh,0.75,404.25
B0047,Pharmacy,2024-10,1283,grid,grid_electricity_NG,kWh,0.508,651.764
B0047,Pharmacy,2024-10,154,generator,diesel_generator,kWh,0.75,115.5
B0047,Pharmacy,2024-11,1689,grid,grid_electricity_NG,kWh,0.508,858.0120000000001
B0047,Pharmacy,2024-11,539,generator,diesel_generator,kWh,0.75,404.25
B0047,Pharmacy,2024-12,1245,grid,grid_electricity_NG,kWh,0.508,632.46
B0047,Pharmacy,2024-12,419,generator,diesel_generator,kWh,0.75,314.25
B0048,Pharmacy,2024-01,1846,grid,grid_electricity_NG,kWh,0.508,937.768
B0048,Pharmacy,2024-01,292,generator,diesel_generator,kWh,0.75,219.0
B0048,Pharmacy,2024-02,1532,grid,grid_electricity_NG,kWh,0.508,778.256
B0048,Pharmacy,2024-02,240,generator,diesel_generator,kWh,0.75,180.0
B0048,Pharmacy,2024-03,1438,grid,grid_electricity_NG,kWh,0.508,730.504
B0048,Pharmacy,2024-03,454,generator,diesel_generator,kWh,0.75,340.5
B0048,Pharmacy,2024-04,926,grid,grid_electricity_NG,kWh,0.508,470.408
B0048,Pharmacy,2024-04,211,generator,diesel_generator,kWh,0.75,158.25
B0048,Pharmacy,2024-05,1328,grid,grid_electricity_NG,kWh,0.508,674.624
B0048,Pharmacy,2024-05,282,generator,diesel_generator,kWh,0.75,211.5
B0048,Pharmacy,2024-06,1462,grid,grid_electricity_NG,kWh,0.508,742.696
B0048,Pharmacy,2024-06,465,generator,diesel_generator,kWh,0.75,348.75
B0048,Pharmacy,2024-07,1003,grid,grid_electricity_NG,kWh,0.508,509.524
B0048,Pharmacy,2024-07,297,generator,diesel_generator,kWh,0.75,222.75
B0048,Pharmacy,2024-08,1797,grid,grid_electricity_NG,kWh,0.508,912.876
B0048,Pharmacy,2024-08,631,generator,diesel_generator,kWh,0.75,473.25
B0048,Pharmacy,2024-09,1552,grid,grid_electricity_NG,kWh,0.508,788.416
B0048,Pharmacy,2024-09,388,generator,diesel_generator,kWh,0.75,291.0
B0048,Pharmacy,2024-10,992,grid,grid_electricity_NG,kWh,0.508,503.93600000000004
B0048,Pharmacy,2024-10,392,generator,diesel_generator,kWh,0.75,294.0
B0048,Pharmacy,2024-11,1289,grid,grid_electricity_NG,kWh,0.508,654.812
B0048,Pharmacy,2024-11,476,generator,diesel_generator,kWh,0.75,357.0
B0048,Pharmacy,2024-12,1480,grid,grid_electricity_NG,kWh,0.508,751.84
B0048,Pharmacy,2024-12,250,generator,diesel_generator,kWh,0.75,187.5
B0049,Pharmacy,2024-01,1924,grid,grid_electricity_NG,kWh,0.508,977.392
B0049,Pharmacy,2024-01,628,generator,diesel_generator,kWh,0.75,471.0
B0049,Pharmacy,2024-02,1200,grid,grid_electricity_NG,kWh,0.508,609.6
B0049,Pharmacy,2024-02,234,generator,diesel_generator,kWh,0.75,175.5
B0049,Pharmacy,2024-03,1088,grid,grid_electricity_NG,kWh,0.508,552.704
B0049,Pharmacy,2024-03,355,generator,diesel_generator,kWh,0.75,266.25
B0049,Pharmacy,2024-04,906,grid,grid_electricity_NG,kWh,0.508,460.248
B0049,Pharmacy,2024-04,133,generator,diesel_generator,kWh,0.75,99.75
B0049,Pharmacy,2024-05,1374,grid,grid_electricity_NG,kWh,0.508,697.992
B0049,Pharmacy,2024-05,359,generator,diesel_generator,kWh,0.75,269.25
B0049,Pharmacy,2024-06,1525,grid,grid_electricity_NG,kWh,0.508,774.7
B0049,Pharmacy,2024-06,325,generator,diesel_generator,kWh,0.75,243.75
B0049,Pharmacy,2024-07,1508,grid,grid_electricity_NG,kWh,0.508,766.064
B0049,Pharmacy,2024-07,565,generator,diesel_generator,kWh,0.75,423.75
B0049,Pharmacy,2024-08,1859,grid,grid_electricity_NG,kWh,0.508,944.372
B0049,Pharmacy,2024-08,261,generator,diesel_generator,kWh,0.75,195.75
B0049,Pharmacy,2024-09,852,grid,grid_electricity_NG,kWh,0.508,432.81600000000003
B0049,Pharmacy,2024-09,296,generator,diesel_generator,kWh,0.75,222.0
B0049,Pharmacy,2024-10,1194,grid,grid_electricity_NG,kWh,0.508,606.552
B0049,Pharmacy,2024-10,291,generator,diesel_generator,kWh,0.75,218.25
B0049,Pharmacy,2024-11,1164,grid,grid_electricity_NG,kWh,0.508,591.312
B0049,Pharmacy,2024-11,306,generator,diesel_generator,kWh,0.75,229.5
B0049,Pharmacy,2024-12,1850,grid,grid_electricity_NG,kWh,0.508,939.8000000000001
B0049,Pharmacy,2024-12,400,generator,diesel_generator,kWh,0.75,300.0
B0050,Pharmacy,2024-01,1993,grid,grid_electricity_NG,kWh,0.508,1012.444
B0050,Pharmacy,2024-01,333,generator,diesel_generator,kWh,0.75,249.75
B0050,Pharmacy,2024-02,1802,grid,grid_electricity_NG,kWh,0.508,915.416
B0050,Pharmacy,2024-02,387,generator,diesel_generator,kWh,0.75,290.25
B0050,Pharmacy,2024-03,821,grid,grid_electricity_NG,kWh,0.508,417.068
B0050,Pharmacy,2024-03,264,generator,diesel_generator,kWh,0.75,198.0
B0050,Pharmacy,2024-04,1417,grid,grid_electricity_NG,kWh,0.508,719.836
B0050,Pharmacy,2024-04,304,generator,diesel_generator,kWh,0.75,228.0
B0050,Pharmacy,2024-05,1127,grid,grid_electricity_NG,kWh,0.508,572.516
B0050,Pharmacy,2024-05,217,generator,diesel_generator,kWh,0.75,162.75
B0050,Pharmacy,2024-06,1205,grid,grid_electricity_NG,kWh,0.508,612.14
B0050,Pharmacy,2024-06,312,generator,diesel_generator,kWh,0.75,234.0
B0050,Pharmacy,2024-07,1633,grid,grid_electricity_NG,kWh,0.508,829.564
B0050,Pharmacy,2024-07,512,generator,diesel_generator,kWh,0.75,384.0
B0050,Pharmacy,2024-08,1045,grid,grid_electricity_NG,kWh,0.508,530.86
B0050,Pharmacy,2024-08,196,generator,diesel_generator,kWh,0.75,147.0
B0050,Pharmacy,2024-09,1311,grid,grid_electricity_NG,kWh,0.508,665.988
B0050,Pharmacy,2024-09,300,generator,diesel_generator,kWh,0.75,225.0
B0050,Pharmacy,2024-10,1589,grid,grid_electricity_NG,kWh,0.508,807.212
B0050,Pharmacy,2024-10,411,generator,diesel_generator,kWh,0.75,308.25
B0050,Pharmacy,2024-11,895,grid,grid_electricity_NG,kWh,0.508,454.66
B0050,Pharmacy,2024-11,236,generator,diesel_generator,kWh,0.75,177.0
B0050,Pharmacy,2024-12,1674,grid,grid_electricity_NG,kWh,0.508,850.392
B0050,Pharmacy,2024-12,291,generator,diesel_generator,kWh,0.75,218.25
B0051,FuelStation,2024-01,11088,grid,grid_electricity_NG,kWh,0.508,5632.704
B0051,FuelStation,2024-01,3074,generator,diesel_generator,kWh,0.75,2305.5
B0051,FuelStation,2024-02,6476,grid,grid_electricity_NG,kWh,0.508,3289.808
B0051,FuelStation,2024-02,1914,generator,diesel_generator,kWh,0.75,1435.5
B0051,FuelStation,2024-03,8155,grid,grid_electricity_NG,kWh,0.508,4142.74
B0051,FuelStation,2024-03,2307,generator,diesel_generator,kWh,0.75,1730.25
B0051,FuelStation,2024-04,9596,grid,grid_electricity_NG,kWh,0.508,4874.768
B0051,FuelStation,2024-04,3040,generator,diesel_generator,kWh,0.75,2280.0
B0051,FuelStation,2024-05,7079,grid,grid_electricity_NG,kWh,0.508,3596.132
B0051,FuelStation,2024-05,2332,generator,diesel_generator,kWh,0.75,1749.0
B0051,FuelStation,2024-06,6330,grid,grid_electricity_NG,kWh,0.508,3215.64
B0051,FuelStation,2024-06,1031,generator,diesel_generator,kWh,0.75,773.25
B0051,FuelStation,2024-07,11129,grid,grid_electricity_NG,kWh,0.508,5653.532
B0051,FuelStation,2024-07,3987,generator,diesel_generator,kWh,0.75,2990.25
B0051,FuelStation,2024-08,7726,grid,grid_electricity_NG,kWh,0.508,3924.808
B0051,FuelStation,2024-08,2174,generator,diesel_generator,kWh,0.75,1630.5
B0051,FuelStation,2024-09,5634,grid,grid_electricity_NG,kWh,0.508,2862.072
B0051,FuelStation,2024-09,1335,generator,diesel_generator,kWh,0.75,1001.25
B0051,FuelStation,2024-10,11766,grid,grid_electricity_NG,kWh,0.508,5977.128
B0051,FuelStation,2024-10,4433,generator,diesel_generator,kWh,0.75,3324.75
B0051,FuelStation,2024-11,10237,grid,grid_electricity_NG,kWh,0.508,5200.396
B0051,FuelStation,2024-11,3828,generator,diesel_generator,kWh,0.75,2871.0
B0051,FuelStation,2024-12,7727,grid,grid_electricity_NG,kWh,0.508,3925.3160000000003
B0051,FuelStation,2024-12,2246,generator,diesel_generator,kWh,0.75,1684.5
B0052,FuelStation,2024-01,7320,grid,grid_electricity_NG,kWh,0.508,3718.56
B0052,FuelStation,2024-01,1399,generator,diesel_generator,kWh,0.75,1049.25
B0052,FuelStation,2024-02,10494,grid,grid_electricity_NG,kWh,0.508,5330.952
B0052,FuelStation,2024-02,3344,generator,diesel_generator,kWh,0.75,2508.0
B0052,FuelStation,2024-03,8984,grid,grid_electricity_NG,kWh,0.508,4563.872
B0052,FuelStation,2024-03,3216,generator,diesel_generator,kWh,0.75,2412.0
B0052,FuelStation,2024-04,5580,grid,grid_electricity_NG,kWh,0.508,2834.64
B0052,FuelStation,2024-04,1050,generator,diesel_generator,kWh,0.75,787.5
B0052,FuelStation,2024-05,5147,grid,grid_electricity_NG,kWh,0.508,2614.676
B0052,FuelStation,2024-05,1986,generator,diesel_generator,kWh,0.75,1489.5
B0052,FuelStation,2024-06,9918,grid,grid_electricity_NG,kWh,0.508,5038.344
B0052,FuelStation,2024-06,2718,generator,diesel_generator,kWh,0.75,2038.5
B0052,FuelStation,2024-07,6313,grid,grid_electricity_NG,kWh,0.508,3207.004
B0052,FuelStation,2024-07,1376,generator,diesel_generator,kWh,0.75,1032.0
B0052,FuelStation,2024-08,11244,grid,grid_electricity_NG,kWh,0.508,5711.952
B0052,FuelStation,2024-08,3096,generator,diesel_generator,kWh,0.75,2322.0
B0052,FuelStation,2024-09,9344,grid,grid_electricity_NG,kWh,0.508,4746.752
B0052,FuelStation,2024-09,3325,generator,diesel_generator,kWh,0.75,2493.75
B0052,FuelStation,2024-10,10652,grid,grid_electricity_NG,kWh,0.508,5411.216
B0052,FuelStation,2024-10,1882,generator,diesel_generator,kWh,0.75,1411.5
B0052,FuelStation,2024-11,7475,grid,grid_electricity_NG,kWh,0.508,3797.3
B0052,FuelStation,2024-11,2474,generator,diesel_generator,kWh,0.75,1855.5
B0052,FuelStation,2024-12,8722,grid,grid_electricity_NG,kWh,0.508,4430.776
B0052,FuelStation,2024-12,1566,generator,diesel_generator,kWh,0.75,1174.5
B0053,FuelStation,2024-01,11401,grid,grid_electricity_NG,kWh,0.508,5791.708
B0053,FuelStation,2024-01,1583,generator,diesel_generator,kWh,0.75,1187.25
B0053,FuelStation,2024-02,6175,grid,grid_electricity_NG,kWh,0.508,3136.9
B0053,FuelStation,2024-02,1695,generator,diesel_generator,kWh,0.75,1271.25
B0053,FuelStation,2024-03,6065,grid,grid_electricity_NG,kWh,0.508,3081.02
B0053,FuelStation,2024-03,2022,generator,diesel_generator,kWh,0.75,1516.5
B0053,FuelStation,2024-04,8379,grid,grid_electricity_NG,kWh,0.508,4256.532
B0053,FuelStation,2024-04,1462,generator,diesel_generator,kWh,0.75,1096.5
B0053,FuelStation,2024-05,10186,grid,grid_electricity_NG,kWh,0.508,5174.488
B0053,FuelStation,2024-05,1254,generator,diesel_generator,kWh,0.75,940.5
B0053,FuelStation,2024-06,8978,grid,grid_electricity_NG,kWh,0.508,4560.824
B0053,FuelStation,2024-06,2674,generator,diesel_generator,kWh,0.75,2005.5
B0053,FuelStation,2024-07,7825,grid,grid_electricity_NG,kWh,0.508,3975.1
B0053,FuelStation,2024-07,2009,generator,diesel_generator,kWh,0.75,1506.75
B0053,FuelStation,2024-08,9715,grid,grid_electricity_NG,kWh,0.508,4935.22
B0053,FuelStation,2024-08,2144,generator,diesel_generator,kWh,0.75,1608.0
B0053,FuelStation,2024-09,7518,grid,grid_electricity_NG,kWh,0.508,3819.1440000000002
B0053,FuelStation,2024-09,1213,generator,diesel_generator,kWh,0.75,909.75
B0053,FuelStation,2024-10,11849,grid,grid_electricity_NG,kWh,0.508,6019.292
B0053,FuelStation,2024-10,2905,generator,diesel_generator,kWh,0.75,2178.75
B0053,FuelStation,2024-11,9804,grid,grid_electricity_NG,kWh,0.508,4980.432
B0053,FuelStation,2024-11,3049,generator,diesel_generator,kWh,0.75,2286.75
B0053,FuelStation,2024-12,11448,grid,grid_electricity_NG,kWh,0.508,5815.584
B0053,FuelStation,2024-12,1864,generator,diesel_generator,kWh,0.75,1398.0
B0054,FuelStation,2024-01,5947,grid,grid_electricity_NG,kWh,0.508,3021.076
B0054,FuelStation,2024-01,754,generator,diesel_generator,kWh,0.75,565.5
B0054,FuelStation,2024-02,10241,grid,grid_electricity_NG,kWh,0.508,5202.428
B0054,FuelStation,2024-02,3870,generator,diesel_generator,kWh,0.75,2902.5
B0054,FuelStation,2024-03,9793,grid,grid_electricity_NG,kWh,0.508,4974.844
B0054,FuelStation,2024-03,2949,generator,diesel_generator,kWh,0.75,2211.75
B0054,FuelStation,2024-04,9047,grid,grid_electricity_NG,kWh,0.508,4595.876
B0054,FuelStation,2024-04,1531,generator,diesel_generator,kWh,0.75,1148.25
B0054,FuelStation,2024-05,11881,grid,grid_electricity_NG,kWh,0.508,6035.548
B0054,FuelStation,2024-05,4142,generator,diesel_generator,kWh,0.75,3106.5
B0054,FuelStation,2024-06,5929,grid,grid_electricity_NG,kWh,0.508,3011.9320000000002
B0054,FuelStation,2024-06,1643,generator,diesel_generator,kWh,0.75,1232.25
B0054,FuelStation,2024-07,6033,grid,grid_electricity_NG,kWh,0.508,3064.764
B0054,FuelStation,2024-07,1853,generator,diesel_generator,kWh,0.75,1389.75
B0054,FuelStation,2024-08,9807,grid,grid_electricity_NG,kWh,0.508,4981.956
B0054,FuelStation,2024-08,3456,generator,diesel_generator,kWh,0.75,2592.0
B0054,FuelStation,2024-09,7394,grid,grid_electricity_NG,kWh,0.508,3756.152
B0054,FuelStation,2024-09,2085,generator,diesel_generator,kWh,0.75,1563.75
B0054,FuelStation,2024-10,10591,grid,grid_electricity_NG,kWh,0.508,5380.228
B0054,FuelStation,2024-10,1277,generator,diesel_generator,kWh,0.75,957.75
B0054,FuelStation,2024-11,11671,grid,grid_electricity_NG,kWh,0.508,5928.868
B0054,FuelStation,2024-11,1807,generator,diesel_generator,kWh,0.75,1355.25
B0054,FuelStation,2024-12,9745,grid,grid_electricity_NG,kWh,0.508,4950.46
B0054,FuelStation,2024-12,974,generator,diesel_generator,kWh,0.75,730.5
B0055,FuelStation,2024-01,6690,grid,grid_electricity_NG,kWh,0.508,3398.52
B0055,FuelStation,2024-01,2278,generator,diesel_generator,kWh,0.75,1708.5
B0055,FuelStation,2024-02,11944,grid,grid_electricity_NG,kWh,0.508,6067.552
B0055,FuelStation,2024-02,4672,generator,diesel_generator,kWh,0.75,3504.0
B0055,FuelStation,2024-03,8948,grid,grid_electricity_NG,kWh,0.508,4545.584
B0055,FuelStation,2024-03,2212,generator,diesel_generator,kWh,0.75,1659.0
B0055,FuelStation,2024-04,11742,grid,grid_electricity_NG,kWh,0.508,5964.936
B0055,FuelStation,2024-04,2095,generator,diesel_generator,kWh,0.75,1571.25
B0055,FuelStation,2024-05,6592,grid,grid_electricity_NG,kWh,0.508,3348.736
B0055,FuelStation,2024-05,2423,generator,diesel_generator,kWh,0.75,1817.25
B0055,FuelStation,2024-06,10401,grid,grid_electricity_NG,kWh,0.508,5283.708
B0055,FuelStation,2024-06,3123,generator,diesel_generator,kWh,0.75,2342.25
B0055,FuelStation,2024-07,7509,grid,grid_electricity_NG,kWh,0.508,3814.572
B0055,FuelStation,2024-07,1015,generator,diesel_generator,kWh,0.75,761.25
B0055,FuelStation,2024-08,9710,grid,grid_electricity_NG,kWh,0.508,4932.68
B0055,FuelStation,2024-08,3257,generator,diesel_generator,kWh,0.75,2442.75
B0055,FuelStation,2024-09,8580,grid,grid_electricity_NG,kWh,0.508,4358.64
B0055,FuelStation,2024-09,3222,generator,diesel_generator,kWh,0.75,2416.5
B0055,FuelStation,2024-10,11501,grid,grid_electricity_NG,kWh,0.508,5842.508
B0055,FuelStation,2024-10,3290,generator,diesel_generator,kWh,0.75,2467.5
B0055,FuelStation,2024-11,11958,grid,grid_electricity_NG,kWh,0.508,6074.664
B0055,FuelStation,2024-11,1999,generator,diesel_generator,kWh,0.75,1499.25
B0055,FuelStation,2024-12,5079,grid,grid_electricity_NG,kWh,0.508,2580.132
B0055,FuelStation,2024-12,1146,generator,diesel_generator,kWh,0.75,859.5
B0056,FuelStation,2024-01,9122,grid,grid_electricity_NG,kWh,0.508,4633.976
B0056,FuelStation,2024-01,3070,generator,diesel_generator,kWh,0.75,2302.5
B0056,FuelStation,2024-02,6790,grid,grid_electricity_NG,kWh,0.508,3449.32
B0056,FuelStation,2024-02,2219,generator,diesel_generator,kWh,0.75,1664.25
B0056,FuelStation,2024-03,10799,grid,grid_electricity_NG,kWh,0.508,5485.892
B0056,FuelStation,2024-03,2968,generator,diesel_generator,kWh,0.75,2226.0
B0056,FuelStation,2024-04,9282,grid,grid_electricity_NG,kWh,0.508,4715.256
B0056,FuelStation,2024-04,1252,generator,diesel_generator,kWh,0.75,939.0
B0056,FuelStation,2024-05,7765,grid,grid_electricity_NG,kWh,0.508,3944.62
B0056,FuelStation,2024-05,2324,generator,diesel_generator,kWh,0.75,1743.0
B0056,FuelStation,2024-06,5557,grid,grid_electricity_NG,kWh,0.508,2822.956
B0056,FuelStation,2024-06,910,generator,diesel_generator,kWh,0.75,682.5
B0056,FuelStation,2024-07,10401,grid,grid_electricity_NG,kWh,0.508,5283.708
B0056,FuelStation,2024-07,3176,generator,diesel_generator,kWh,0.75,2382.0
B0056,FuelStation,2024-08,10511,grid,grid_electricity_NG,kWh,0.508,5339.588
B0056,FuelStation,2024-08,3236,generator,diesel_generator,kWh,0.75,2427.0
B0056,FuelStation,2024-09,7758,grid,grid_electricity_NG,kWh,0.508,3941.064
B0056,FuelStation,2024-09,982,generator,diesel_generator,kWh,0.75,736.5
B0056,FuelStation,2024-10,8138,grid,grid_electricity_NG,kWh,0.508,4134.104
B0056,FuelStation,2024-10,2187,generator,diesel_generator,kWh,0.75,1640.25
